ID,sentence,subjectivity,length,sentiment
62865,"Before he was infected with SARS-CoV-2 in January 2021, he worked as a pulmonary specialist and was head of department at an acute care clinic.",0.9,143,0
177025,"""And the reason it does that is because of some fabulous properties of quantum physics.""",1,88,1
139419,"""Still, these findings are significant because the causes for preterm births are not always known,"" the authors wrote in the press release.",0.875,139,0
178697,"Again, there were no significant differences in response, nonresponse, and TRD (P = .256).",0.875,90,0
237555,"This will have huge implications for the conversations clinicians have with patients over shared decision-making, Wilson added.",0.9,127,1
232170,"""Although our study was conducted in a cohort of women,"" Park stressed, ""we hope that our findings are not interpreted that only women should be concerned of phthalates.",1,169,0
157856,"""They have a set of capabilities that are relevant to pursuing a life that has evolved over millions of years,"" he said.",0.9,120,1
16845,Visualization of cardiovascular calcifications should be included in osteoporosis imaging modalities when deciding when to give only vitamin D or also additional calcium.,1,170,0
103718,"""CDC identifies possible safety issue with Pfizer's updated Covid-19 vaccine but says people should still get boosted""  CDC: Vaccine Safety Datalink",1,148,0
181632,"""I think she's uniquely positioned to understand how you navigate that relationship,"" Burke said of Wakefield.",1,110,1
72887,"So, it's an important component of the way we think about Alzheimer's disease,"" he added.",1,89,0
17457,"The authors assumed use of moderate sedation, and sensitivity analyses addressed possible increased costs and complications of colonoscopy under propofol.",0.85,154,0
97577,"For cohort 2, which enrolled patients who needed an alternative conduit, the hypothesis was that endovascular procedures would prove superior.",0.9,142,0
259235,"""We are now seeing those elements of kidney supportive care as part of core competencies to manage any person with chronic illness including CKD,"" Davison said.",1,160,1
46263,"""We're not sure if the drug was associated with changes in biomarkers yet still didn't halt progression to RA.",0.888888889,110,0
45962,"Among participants treated with ADHD medication (68.71%), only 3.23% of the women and 3.46% of the men had persistent use during the follow-up period.",1,150,0
56116,The research team didn’t find a significant difference in HbA1c as a predictor of fibrosis progression when using a cutoff of 7%.,0.875,129,0
42691,"""What we found was really kind of scary,"" said Ellison, a professor of anesthesiology and pediatrics at West Virginia University School of Medicine, in Morgantown.",0.95,163,-1
8151,"In the final version of HB 357, the only mandated coverage would have been  for extraction and freezing of eggs and sperm separately — not as a fertilized egg or embryo.",1,169,0
43266,"In Taiwan, the prevalence of dementia rose from 6.8% in 1992 to 11.1% in 2012, in a ""rapidly aging population.""",0.95,111,-1
135399,"The patient was listed for heart transplant despite the incomplete infectious work up, and received a successful heart transplant 1 week after admission, Rodriguez said.",0.95,169,1
204390,"The research team admits that the slightly decreased long-term risk of dementia, including Alzheimer's disease, was ""unexpected.""",0.85,129,0
36694,Wilson worried Brister would lose interest if he had to venture that far alone.,1,79,-1
108675,PRS tests have the potential to inform clinical decisions years before patients become symptomatic.,1,99,1
128419,Both the FDA and Baxter urge patients who have experienced any problems with the device to report it to the hotlines listed at the bottom of their release.,0.9,155,0
175257,"The US physicians were almost as likely to say that it depended on the issue (35%) as they were to say no (40%), the survey data show.",1,134,0
190973,"""How can we constrain some of these conscience claims especially from becoming a mask for stigma or discrimination in medicine?""",0.925,128,0
219576,"We shouldn't try to convince women that motherhood is the only, or the correct, path.""",1,86,0
123132,"Unfortunately, she noted, ""these metal oxides are prone to reduction reactions with laser exposure, causing paradoxical darkening of tattoo pigment.",1,148,-1
165122,"""If suddenly only 60% of the plasma biomarkers agree with CSF, you have a problem and you need to stop,"" said Hansson.",1,118,-1
242178,The government has been encouraging people at risk of severe disease who experience COVID symptoms to get a Paxlovid prescription as soon as possible.,1,150,0
123375,"The ""what ifs"" are especially important to consider in states such as Missouri and Texas, which allow emergency abortion only if necessary to save the patient's life.",0.875,166,0
249037,"Just 3% of emergency medicine programs continue to use animals, as do about 21% of surgical residencies, he said, based on PCRM's latest surveys.",0.9,145,0
187299,The basis for this is that free testosterone only accounts for about 0.5%-3% of the total testosterone; the predominant share is bound to albumin and SHBG.,0.85,155,0
154675,"We cannot be unfair: it may turn out that there was no truth to the accusation after all, and yet someone's career may already have been destroyed,"" explained Scardoelli.",1,170,-1
128672,"""Prostasin could be a possible shared link between the two diseases and the results could help us understand why individuals with diabetes have increased risk of cancer.""",1,170,1
225693,"We are deeply sorry,"" said the president of the fund, Christopher F. Koller.",1,76,-1
26138,And they only included hyporeflective foci with discrete margins to avoid mislabeling of signals from retinal pigment epithelium changes.,1,137,0
171890,The in-season analysis also showed the significant cuts in both all-cause and cardiovascular deaths.,0.875,100,0
135219,"These factors ""are likely to be found across the United States,"" they noted.",1,76,0
149457,"""It can be really painful, and some patients have reported needing prescription pain medicine to manage that pain,"" McQuiston said.",0.9,131,-1
257319,"The study of 81 patients with GJH found that about three quarters had significantly elevated median bleeding scores, but only 12% had been assessed by hematology for bleeding.",0.9375,175,0
145538,"But ""sadly, our society does not always respect the experience and wisdom that come with age,"" another said.",1,108,-1
237121,"""However, they are just that — trials — and they come with risks and potential benefits,"" Iroku-Malize notes.",1,109,0
282608,"The intervention targets patients with acute HF, including HF with preserved ejection fraction (HFpEF).",0.9,103,0
224232,"""There's no added huge incremental cost to society, to the payer, or to the patient,"" he said.",0.9,94,1
72553,"There was a significant relationship between filtered coffee consumption and total cholesterol, but only among women, the researchers report.",0.875,141,0
